date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
02/10/2015 06:28,1026,0,0,0,9.92,88,0,13.76
02/10/2015 06:29,1026,0,0,0,9.92,88.1,0,13.76
02/10/2015 06:30,1026,0,0,0,9.91,88.2,0,13.76
02/10/2015 06:31,1026,0,0,0,9.87,88.3,0,13.77
02/10/2015 06:32,1026,0,0,0,9.83,88.3,0,13.77
02/10/2015 06:33,1026,0,0,0,9.75,88.4,0,13.77
02/10/2015 06:34,1026,0,0,0,9.76,88.6,0,13.77
02/10/2015 06:35,1026,0,0,0,9.72,88.7,0,13.77
02/10/2015 06:36,1026,0,0,0,9.68,88.8,0,13.77
02/10/2015 06:37,1026,0,0,0,9.71,89.1,0,13.77
02/10/2015 06:38,1026,0,0,0,9.72,89.3,0,13.77
02/10/2015 06:39,1026,0,0,0,9.69,89.5,0,13.77
02/10/2015 06:40,1026,0,0,0,9.71,89.6,0,13.77
02/10/2015 06:41,1026,0,0,0,9.67,89.8,0,13.77
02/10/2015 06:42,1026,0,0,0,9.69,89.6,0,13.77
02/10/2015 06:43,1026,0,0,0,9.6,89.7,0,13.77
02/10/2015 06:44,1026,0,0,0,9.6,89.9,0,13.77
02/10/2015 06:45,1026,0,0,0,9.59,90,0,13.77
02/10/2015 06:46,1026,0,0,0,9.58,90,0,13.77
02/10/2015 06:47,1026,0,0,0,9.5,90.2,0,13.77
02/10/2015 06:48,1026,0,0,0,9.55,90.2,0,13.77
02/10/2015 06:49,1026,0,0,0,9.57,90.4,0,13.77
02/10/2015 06:50,1026,0,0,0,9.52,90.5,0,13.77
02/10/2015 06:51,1026,0,0,0,9.44,90.5,0,13.77
02/10/2015 06:52,1026,0,0,0,9.44,90.6,0,13.77
02/10/2015 06:53,1026,0,0,0,9.43,90.8,0,13.77
02/10/2015 06:54,1026,0,0,0,9.45,91.2,0,13.77
02/10/2015 06:55,1026,0,0,0,9.46,91.2,0,13.77
02/10/2015 06:56,1026,0,0,0,9.46,91.1,0,13.77
02/10/2015 06:57,1026,0,0,0,9.42,91.2,0,13.77
02/10/2015 06:58,1026,0,0,0,9.38,91.4,0,13.77
02/10/2015 06:59,1026,0,0,0,9.34,91,0,13.77
02/10/2015 07:00,1026,0,0,0,9.22,91.1,0,13.77
02/10/2015 07:01,1026,0,0,0,9.14,91.1,0,13.78
02/10/2015 07:02,1026,0,0,0,9.06,91.5,0,13.77
02/10/2015 07:03,1026,0,0,0,9,91.6,0,13.78
02/10/2015 07:04,1026,0,0,0,8.92,91.8,0,13.78
02/10/2015 07:05,1026,0,0,0,8.86,92.3,0,13.78
02/10/2015 07:06,1026,0,0,0,8.9,92.5,0,13.78
02/10/2015 07:07,1026,0,0,0,8.81,92.5,0,13.78
02/10/2015 07:08,1026,0,0,0,8.73,92.6,0,13.78
02/10/2015 07:09,1026,0,0,0,8.66,92.8,0,13.78
02/10/2015 07:10,1026,0,0,0,8.62,93,0,13.78
02/10/2015 07:11,1026,0,0,0,8.62,93.4,0,13.78
02/10/2015 07:12,1026,0,0,0,8.65,93.5,0,13.78
02/10/2015 07:13,1026,0,0,0,8.62,93.7,0,13.78
02/10/2015 07:14,1026,0,0,0,8.61,93.8,0,13.78
02/10/2015 07:15,1026,0,0,0,8.59,93.7,0.0014798,13.78
02/10/2015 07:16,1026,0,0,0,8.52,93.8,0.0014798,13.78
02/10/2015 07:17,1026,0,0,0,8.49,93.8,0.0014798,13.78
02/10/2015 07:18,1026,0,0,0,8.5,94.1,0.0014798,13.78
02/10/2015 07:19,1026,0,0,0,8.5,94.3,0.0029596,13.78
02/10/2015 07:20,1026,0,0,0,8.53,94.4,0.0029596,13.78
02/10/2015 07:21,1026,0,0,0,8.53,94.4,0.0029596,13.78
02/10/2015 07:22,1026,0,0,0,8.53,94.5,0.0029596,13.78
02/10/2015 07:23,1026,0,0,0,8.46,94.4,0.0044394,13.78
02/10/2015 07:24,1026,0,0,0,8.43,94.5,0.0044394,13.79
02/10/2015 07:25,1026,0,0,0,8.46,94.6,0.0059192,13.78
02/10/2015 07:26,1026,0,0,0,8.43,94.6,0.0059192,13.79
02/10/2015 07:27,1026,0,0,0,8.39,94.7,0.007399,13.79
02/10/2015 07:28,1026,0,0,0,8.36,94.7,0.007399,13.79
02/10/2015 07:29,1026,0,0,0,8.39,94.9,0.0088788,13.79
02/10/2015 07:30,1026,0,0,0,8.3,95,0.0088788,13.79
02/10/2015 07:31,1026,0,0,0,8.28,95.1,0.0103586,13.79
02/10/2015 07:32,1026,0,0,0,8.29,95.5,0.0118384,13.79
02/10/2015 07:33,1026,0,0,0,8.39,95.8,0.0133182,13.79
02/10/2015 07:34,1026,0,0,0,8.36,95.9,0.0162778,13.79
02/10/2015 07:35,1026,0,0,0,8.28,96.1,0.0192374,13.79
02/10/2015 07:36,1026,0,0,0,8.28,96.2,0.022197,13.79
02/10/2015 07:37,1026,0,0,0,8.3,96.4,0.0251566,13.79
02/10/2015 07:38,1026,0,0,0,8.28,96.7,0.0251566,13.79
02/10/2015 07:39,1026,0,0,0,8.21,96.9,0.0266364,13.79
02/10/2015 07:40,1026,0,0,0,8.22,97.2,0.0266364,13.79
02/10/2015 07:41,1026,0,0,0,8.18,97.5,0.0236768,13.79
02/10/2015 07:42,1026,0,0,0,8.14,97.8,0.022197,13.79
02/10/2015 07:43,1026,0,0,0,8.15,98.1,0.0251566,13.79
02/10/2015 07:44,1026,0,0,0,8.1,98.4,0.0236768,13.79
02/10/2015 07:45,1026,0,0,0,8.07,98.6,0.0236768,13.79
02/10/2015 07:46,1026,0,0,0,8.08,98.9,0.022197,13.79
02/10/2015 07:47,1026,0,0,0,8.07,99.1,0.0207172,13.79
02/10/2015 07:48,1026,0,0,0,8.01,99.1,0.0192374,13.79
02/10/2015 07:49,1026,0,0,0,8.01,99.1,0.0177576,13.79
02/10/2015 07:50,1026,0,0,0,8,99.1,0.0192374,13.78
02/10/2015 07:51,1026,0,0,0,7.99,99.1,0.0192374,13.78
02/10/2015 07:52,1026,0,0,0,8.01,99.1,0.0192374,13.79
02/10/2015 07:53,1026,0,0,0,8.01,99.2,0.0177576,13.78
02/10/2015 07:54,1026,0,0,0,8.01,99.2,0.0177576,13.78
02/10/2015 07:55,1026,0,0,0,8.01,99.2,0.0162778,13.78
02/10/2015 07:56,1026,0,0,0,8,99.2,0.0162778,13.78
02/10/2015 07:57,1026,0,0,0,8,99.2,0.014798,13.79
02/10/2015 07:58,1026,0,0,0,8.01,99.2,0.014798,13.78
02/10/2015 07:59,1026,0,0,0,8.03,99.2,0.014798,13.78
02/10/2015 08:00,1026,0,0,0,8.07,99.3,0.014798,13.78
02/10/2015 08:01,1026,0,0,0,8.08,99.3,0.014798,13.78
02/10/2015 08:02,1026,0,0,0,8.09,99.3,0.014798,13.78
02/10/2015 08:03,1026,0,0,0,8.08,99.3,0.014798,13.78
02/10/2015 08:04,1026,0,0,0,8.07,99.3,0.014798,13.78
02/10/2015 08:05,1026,0,0,0,8.1,99.3,0.014798,13.78
02/10/2015 08:06,1026,0,0,0,8.14,99.3,0.0162778,13.78
02/10/2015 08:07,1026,0,0,0,8.16,99.3,0.0162778,13.78
02/10/2015 08:08,1026,0,0,0,8.16,99.3,0.0162778,13.78
02/10/2015 08:09,1026,0,0,0,8.17,99.4,0.0177576,13.78
02/10/2015 08:10,1026,0,0,0,8.21,99.4,0.0192374,13.78
02/10/2015 08:11,1026,0,0,0,8.23,99.4,0.0192374,13.78
02/10/2015 08:12,1026,0,0,0,8.24,99.4,0.0192374,13.78
02/10/2015 08:13,1026,0,0,0,8.3,99.4,0.0192374,13.78
02/10/2015 08:14,1026,0,0,0,8.3,99.4,0.0192374,13.78
02/10/2015 08:15,1026,0,0,0,8.28,99.4,0.0192374,13.78
02/10/2015 08:16,1026,0,0,0,8.3,99.4,0.0192374,13.78
02/10/2015 08:17,1026,0,0,0,8.38,99.4,0.0192374,13.78
02/10/2015 08:18,1026,0,0,0,8.39,99.4,0.0192374,13.78
02/10/2015 08:19,1026,0,0,0,8.36,99.4,0.0192374,13.78
02/10/2015 08:20,1026,0,0,0,8.35,99.4,0.0207172,13.78
02/10/2015 08:21,1026,0,0,0,8.39,99.4,0.0207172,13.78
02/10/2015 08:22,1026,0,0,0,8.45,99.5,0.0207172,13.78
02/10/2015 08:23,1026,0,0,0,8.45,99.5,0.022197,13.78
02/10/2015 08:24,1026,0,0,0,8.49,99.5,0.0236768,13.78
02/10/2015 08:25,1026,0,0,0,8.51,99.5,0.022197,13.78
02/10/2015 08:26,1026,0,0,0,8.52,99.5,0.0236768,13.78
02/10/2015 08:27,1026,0,0,0,8.51,99.5,0.0236768,13.78
02/10/2015 08:28,1026,0,0,0,8.54,99.5,0.0236768,13.77
02/10/2015 08:29,1026,0,0,0,8.52,99.5,0.0251566,13.78
02/10/2015 08:30,1026,0,0,0,8.57,99.5,0.0251566,13.78
02/10/2015 08:31,1026,0,0,0,8.58,99.5,0.0266364,13.78
02/10/2015 08:32,1026,0,0,0,8.59,99.5,0.0266364,13.77
02/10/2015 08:33,1026,0,0,0,8.58,99.5,0.0281162,13.78
02/10/2015 08:34,1026,0,0,0,8.59,99.5,0.029596,13.78
02/10/2015 08:35,1026,0,0,0,8.62,99.5,0.0281162,13.78
02/10/2015 08:36,1026,0,0,0,8.65,99.5,0.0310758,13.78
02/10/2015 08:37,1026,0,0,0,8.65,99.5,0.0310758,13.77
02/10/2015 08:38,1026,0,0,0,8.65,99.6,0.0310758,13.77
02/10/2015 08:39,1026,0,0,0,8.67,99.5,0.0310758,13.77
02/10/2015 08:40,1026,0,0,0,8.7,99.5,0.0310758,13.77
02/10/2015 08:41,1026,0,0,0,8.7,99.5,0.0310758,13.77
02/10/2015 08:42,1026,0,0,0,8.71,99.5,0.0310758,13.77
02/10/2015 08:43,1026,0,0,0,8.72,99.5,0.0310758,13.77
02/10/2015 08:44,1026,0,0,0,8.72,99.5,0.0310758,13.77
02/10/2015 08:45,1026,0,0,0,8.72,99.5,0.0325556,13.77
02/10/2015 08:46,1026,0,0,0,8.72,99.6,0.0325556,13.77
02/10/2015 08:47,1026,0,0,0,8.71,99.6,0.0325556,13.77
02/10/2015 08:48,1026,0,0,0,8.72,99.5,0.0325556,13.77
02/10/2015 08:49,1026,0,0,0,8.72,99.5,0.0325556,13.77
02/10/2015 08:50,1026,0,0,0,8.74,99.5,0.0325556,13.77
02/10/2015 08:51,1026,0,0,0,8.76,99.5,0.0325556,13.77
02/10/2015 08:52,1026,0,0,0,8.73,99.5,0.0325556,13.77
02/10/2015 08:53,1026,0,0,0,8.74,99.5,0.0340354,13.77
02/10/2015 08:54,1026,0,0,0,8.75,99.5,0.0340354,13.77
02/10/2015 08:55,1026,0,0,0,8.74,99.5,0.0340354,13.77
02/10/2015 08:56,1026,0,0,0,8.76,99.5,0.0340354,13.77
02/10/2015 08:57,1026,0,0,0,8.78,99.5,0.0325556,13.77
02/10/2015 08:58,1026,0,0,0,8.8,99.5,0.0325556,13.77
02/10/2015 08:59,1026,0,0,0,8.8,99.5,0.0340354,13.77
02/10/2015 09:00,1026,0,0,0,8.79,99.5,0.0355152,13.77
02/10/2015 09:01,1026,0,0,0,8.8,99.5,0.0355152,13.77
02/10/2015 09:02,1026,0,0,0,8.8,99.5,0.036995,13.77
02/10/2015 09:03,1026,0,0,0,8.82,99.5,0.036995,13.77
02/10/2015 09:04,1026,0,0,0,8.82,99.5,0.036995,13.77
02/10/2015 09:05,1026,0,0,0,8.8,99.5,0.0384748,13.77
02/10/2015 09:06,1026,0,0,0,8.79,99.5,0.0384748,13.77
02/10/2015 09:07,1026,0,0,0,8.78,99.5,0.0384748,13.77
02/10/2015 09:08,1026,0,0,0,8.78,99.5,0.0399546,13.77
02/10/2015 09:09,1026,0,0,0,8.77,99.5,0.0399546,13.77
02/10/2015 09:10,1026,0,0,0,8.8,99.5,0.0414344,13.77
02/10/2015 09:11,1026,0,0,0,8.83,99.5,0.0429142,13.77
02/10/2015 09:12,1026,0,0,0,8.81,99.5,0.0429142,13.77
02/10/2015 09:13,1026,0,0,0,8.8,99.4,0.0414344,13.77
02/10/2015 09:14,1026,0,0,0,8.8,99.5,0.0399546,13.77
02/10/2015 09:15,1026,0,0,0,8.8,99.4,0.0414344,13.77
02/10/2015 09:16,1026,0,0,0,8.83,99.4,0.0429142,13.77
02/10/2015 09:17,1026,0,0,0,8.83,99.4,0.0429142,13.77
02/10/2015 09:18,1026,0,0,0,8.83,99.4,0.044394,13.76
02/10/2015 09:19,1026,0,0,0,8.82,99.4,0.044394,13.77
02/10/2015 09:20,1026,0,0,0,8.84,99.4,0.0429142,13.77
02/10/2015 09:21,1026,0,0,0,8.83,99.4,0.0414344,13.76
02/10/2015 09:22,1026,0,0,0,8.84,99.4,0.0399546,13.77
02/10/2015 09:23,1026,0,0,0,8.87,99.4,0.044394,13.76
02/10/2015 09:24,1026,0,0,0,8.84,99.4,0.0562324,13.76
02/10/2015 09:25,1026,0,0,0,8.82,99.4,0.0636314,13.77
02/10/2015 09:26,1026,0,0,0,8.81,99.4,0.0710304,13.76
02/10/2015 09:27,1026,0,0,0,8.79,99.4,0.07399,13.77
02/10/2015 09:28,1026,0,0,0,8.82,99.4,0.081389,13.76
02/10/2015 09:29,1026,0,0,0,8.82,99.4,0.0843486,13.77
02/10/2015 09:30,1026,0,0,0,8.86,99.4,0.0932274,13.76
02/10/2015 09:31,1026,0,0,0,8.84,99.4,0.0932274,13.76
02/10/2015 09:32,1026,0,0,0,8.87,99.4,0.0932274,13.76
02/10/2015 09:33,1026,0,0,0,8.92,99.4,0.0991466,13.76
02/10/2015 09:34,1026,0,0,0,8.98,99.4,0.102106,13.76
02/10/2015 09:35,1026,0,0,0,8.99,99.4,0.100626,13.76
02/10/2015 09:36,1026,0,0,0,9,99.4,0.0976668,13.76
02/10/2015 09:37,1026,0,0,0,9.04,99.4,0.0976668,13.76
02/10/2015 09:38,1026,0,0,0,9.11,99.4,0.0932274,13.76
02/10/2015 09:39,1026,0,0,0,9.11,99.3,0.0947072,13.76
02/10/2015 09:40,1026,0,0,0,9.1,99.3,0.100626,13.76
02/10/2015 09:41,1026,0,0,0,9.14,99.3,0.096187,13.76
02/10/2015 09:42,1026,0,0,0,9.18,99.2,0.0991466,13.76
02/10/2015 09:43,1026,0,0,0,9.22,99.2,0.102106,13.76
02/10/2015 09:44,1026,0,0,0,9.29,99.2,0.0917476,13.76
02/10/2015 09:45,1026,0,0,0,9.36,99.2,0.081389,13.76
02/10/2015 09:46,1026,0,0,0,9.35,99.2,0.0754698,13.76
02/10/2015 09:47,1026,0,0,0,9.34,99.2,0.081389,13.76
02/10/2015 09:48,1026,0,0,0,9.45,99.2,0.0784294,13.76
02/10/2015 09:49,1026,0,0,0,9.45,99.1,0.081389,13.76
02/10/2015 09:50,1026,0,0,0,9.43,98.6,0.07399,13.76
02/10/2015 09:51,1025,0,0,0,9.41,98.2,0.0651112,13.76
02/10/2015 09:52,1026,0,0,0,9.39,97.7,0.0606718,13.76
02/10/2015 09:53,1025,0,0,0,9.45,97.2,0.0651112,13.76
02/10/2015 09:54,1025,0,0,0,9.47,96.8,0.07399,13.76
02/10/2015 09:55,1025,0,0,0,9.52,96.5,0.081389,13.76
02/10/2015 09:56,1025,0,0,0,9.51,96.2,0.0769496,13.76
02/10/2015 09:57,1026,0,0,0,9.52,95.8,0.0799092,13.76
02/10/2015 09:58,1025,0,0,0,9.49,95.7,0.0902678,13.76
02/10/2015 09:59,1026,0,0,0,9.47,95.5,0.130222,13.76
02/10/2015 10:00,1026,0,0,0,9.55,95.4,0.199773,13.76
02/10/2015 10:01,1026,0,0,0,9.6,95.2,0.190894,13.76
02/10/2015 10:02,1026,0,0,0,9.59,95.2,0.247127,13.76
02/10/2015 10:03,1026,0,0,0,9.65,94.8,0.193854,13.76
02/10/2015 10:04,1026,0,0,0,9.66,94.8,0.328516,13.76
02/10/2015 10:05,1026,0,0,0,9.75,94.5,0.250086,13.76
02/10/2015 10:06,1026,0,0,0,9.75,94.2,0.310758,13.76
02/10/2015 10:07,1026,0,0,0,9.73,93.9,0.269324,13.75
02/10/2015 10:08,1026,0,0,0,9.74,93.6,0.241207,13.76
02/10/2015 10:09,1026,0,0,0,9.82,93.5,0.214571,13.76
02/10/2015 10:10,1026,0,0,0,9.81,93.1,0.229369,13.75
02/10/2015 10:11,1026,0,0,0,9.81,92.8,0.236768,13.75
02/10/2015 10:12,1026,0,0,0,9.89,92.9,0.22197,13.75
02/10/2015 10:13,1026,0,0,0,9.9,92.4,0.190894,13.75
02/10/2015 10:14,1026,0,0,0,9.89,92.4,0.161298,13.75
02/10/2015 10:15,1026,0,0,0,9.95,92.4,0.14502,13.75
02/10/2015 10:16,1026,0,0,0,9.97,92.2,0.174616,13.75
02/10/2015 10:17,1026,0,0,0,9.96,91.9,0.174616,13.75
02/10/2015 10:18,1026,0,0,0,9.98,91.8,0.171657,13.75
02/10/2015 10:19,1026,0,0,0,10.01,91.7,0.182015,13.75
02/10/2015 10:20,1026,0,0,0,10.01,91.2,0.205692,13.75
02/10/2015 10:21,1026,0,0,0,9.97,91,0.208652,13.75
02/10/2015 10:22,1026,0,0,0,10.04,90.8,0.232329,13.75
02/10/2015 10:23,1026,0,0,0,10.04,90.7,0.253046,13.75
02/10/2015 10:24,1026,0,0,0,10.1,90.6,0.306319,13.75
02/10/2015 10:25,1026,0,0,0,10.14,90.5,0.387708,13.75
02/10/2015 10:26,1026,0,0,0,10.22,90.2,0.386228,13.75
02/10/2015 10:27,1026,0,0,0,10.27,89.9,0.387708,13.75
02/10/2015 10:28,1026,0,0,0,10.32,89.7,0.353672,13.74
02/10/2015 10:29,1025,0,0,0,10.4,89.3,0.387708,13.74
02/10/2015 10:30,1025,0,0,0,10.45,88.8,0.401026,13.75
02/10/2015 10:31,1025,0,0,0,10.54,88.6,0.349233,13.74
02/10/2015 10:32,1025,0,0,0,10.58,88.1,0.401026,13.74
02/10/2015 10:33,1025,0,0,0,10.62,87.9,0.408425,13.74
02/10/2015 10:34,1025,0,0,0,10.69,87.6,0.412864,13.74
02/10/2015 10:35,1025,0,0,0,10.73,86.7,0.415824,13.74
02/10/2015 10:36,1025,0,0,0,10.71,86.3,0.420263,13.74
02/10/2015 10:37,1025,0,0,0,10.74,85.8,0.417304,13.74
02/10/2015 10:38,1025,0,0,0,10.82,85.7,0.423223,13.74
02/10/2015 10:39,1025,0,0,0,10.81,85.2,0.424703,13.74
02/10/2015 10:40,1025,0,0,0,10.84,85.1,0.430622,13.73
02/10/2015 10:41,1025,0,0,0,10.87,84.6,0.432102,13.73
02/10/2015 10:42,1025,0,0,0,10.94,84.5,0.438021,13.73
02/10/2015 10:43,1025,0,0,0,11.03,84.4,0.433581,13.73
02/10/2015 10:44,1025,0,0,0,11.1,83.7,0.432102,13.73
02/10/2015 10:45,1025,0,0,0,11.03,83.2,0.436541,13.73
02/10/2015 10:46,1025,0,0,0,11.03,83.1,0.44394,13.73
02/10/2015 10:47,1025,0,0,0,11.02,83.2,0.44542,13.73
02/10/2015 10:48,1025,0,0,0,11.04,83.2,0.4469,13.73
02/10/2015 10:49,1025,0,0,0,11.05,83.1,0.452819,13.73
02/10/2015 10:50,1025,0,0,0,11.04,82.8,0.448379,13.72
02/10/2015 10:51,1025,0,0,0,11.03,82.9,0.451339,13.72
02/10/2015 10:52,1025,0,0,0,11.04,83,0.452819,13.72
02/10/2015 10:53,1025,0,0,0,11.05,83,0.458738,13.72
02/10/2015 10:54,1025,0,0,0,11.05,83,0.464657,13.72
02/10/2015 10:55,1025,0,0,0,11.04,83.1,0.461698,13.72
02/10/2015 10:56,1025,0,0,0,11.11,83.1,0.439501,13.72
02/10/2015 10:57,1025,0,0,0,11.12,82.8,0.451339,13.72
02/10/2015 10:58,1025,0,0,0,11.19,82.8,0.452819,13.72
02/10/2015 10:59,1025,0,0,0,11.22,82.6,0.461698,13.71
02/10/2015 11:00,1025,0,0,0,11.35,82.6,0.469097,13.71
02/10/2015 11:01,1025,0,0,0,11.4,81.9,0.469097,13.71
02/10/2015 11:02,1025,0,0,0,11.4,81.8,0.470576,13.71
02/10/2015 11:03,1025,0,0,0,11.44,81.3,0.472056,13.71
02/10/2015 11:04,1025,0,0,0,11.48,81.2,0.479455,13.71
02/10/2015 11:05,1025,0,0,0,11.52,80.8,0.476496,13.71
02/10/2015 11:06,1025,0,0,0,11.52,80.7,0.475016,13.7
02/10/2015 11:07,1025,0,0,0,11.61,80.7,0.475016,13.71
02/10/2015 11:08,1025,0,0,0,11.62,80.1,0.473536,13.7
02/10/2015 11:09,1025,0,0,0,11.7,79.9,0.476496,13.7
02/10/2015 11:10,1025,0,0,0,11.76,79.3,0.479455,13.7
02/10/2015 11:11,1025,0,0,0,11.76,79.1,0.472056,13.7
02/10/2015 11:12,1025,0,0,0,11.74,79,0.454299,13.7
02/10/2015 11:13,1025,0,0,0,11.75,79.1,0.466137,13.7
02/10/2015 11:14,1025,0,0,0,11.74,78.8,0.475016,13.69
02/10/2015 11:15,1025,0,0,0,11.73,78.9,0.457258,13.69
02/10/2015 11:16,1025,0,0,0,11.72,78.6,0.470576,13.69
02/10/2015 11:17,1025,0,0,0,11.71,78.9,0.476496,13.69
02/10/2015 11:18,1025,0,0,0,11.69,78.7,0.480935,13.69
02/10/2015 11:19,1025,0,0,0,11.63,78.5,0.475016,13.69
02/10/2015 11:20,1025,0,0,0,11.57,78.7,0.409905,13.69
02/10/2015 11:21,1025,0,0,0,11.61,79,0.475016,13.69
02/10/2015 11:22,1025,0,0,0,11.68,78.8,0.486854,13.69
02/10/2015 11:23,1025,0,0,0,11.84,79,0.485374,13.69
02/10/2015 11:24,1025,0,0,0,11.84,78.2,0.495733,13.69
02/10/2015 11:25,1025,0,0,0,11.82,78.1,0.503132,13.69
02/10/2015 11:26,1025,0,0,0,11.74,78,0.503132,13.68
02/10/2015 11:27,1025,0,0,0,11.65,78.2,0.512011,13.68
02/10/2015 11:28,1025,0,0,0,11.59,78.5,0.504612,13.68
02/10/2015 11:29,1025,0,0,0,11.57,78.6,0.486854,13.68
02/10/2015 11:30,1025,0,0,0,11.53,78.8,0.507571,13.68
02/10/2015 11:31,1025,0,0,0,11.51,78.8,0.512011,13.68
02/10/2015 11:32,1025,0,0,0,11.55,79,0.522369,13.68
02/10/2015 11:33,1025,0,0,0,11.6,78.9,0.523849,13.68
02/10/2015 11:34,1025,0,0,0,11.64,78.8,0.51793,13.68
02/10/2015 11:35,1025,0,0,0,11.67,78.3,0.512011,13.68
02/10/2015 11:36,1025,0,0,0,11.71,78.3,0.51645,13.68
02/10/2015 11:37,1025,0,0,0,11.8,78.6,0.512011,13.68
02/10/2015 11:38,1025,0,0,0,11.83,77.8,0.506092,13.68
02/10/2015 11:39,1025,0,0,0,11.76,77.5,0.512011,13.67
02/10/2015 11:40,1025,0,0,0,11.73,77.6,0.513491,13.67
02/10/2015 11:41,1025,0,0,0,11.82,77.4,0.51497,13.67
02/10/2015 11:42,1025,0,0,0,11.8,76.9,0.512011,13.67
02/10/2015 11:43,1025,0,0,0,11.85,77.3,0.51793,13.67
02/10/2015 11:44,1025,0,0,0,11.92,76.9,0.51941,13.67
02/10/2015 11:45,1025,0,0,0,11.89,77.1,0.525329,13.67
02/10/2015 11:46,1025,0,0,0,11.92,76.8,0.52089,13.67
02/10/2015 11:47,1025,0,0,0,11.91,76.9,0.522369,13.67
02/10/2015 11:48,1025,0,0,0,11.91,76.7,0.525329,13.66
02/10/2015 11:49,1025,0,0,0,11.89,76.8,0.51941,13.66
02/10/2015 11:50,1025,0,0,0,11.88,77.2,0.525329,13.66
02/10/2015 11:51,1025,0,0,0,11.95,76.9,0.525329,13.66
02/10/2015 11:52,1025,0,0,0,11.97,77.1,0.526809,13.67
02/10/2015 11:53,1025,0,0,0,12.01,76.8,0.525329,13.66
02/10/2015 11:54,1025,0,0,0,12.05,76.5,0.528289,13.66
02/10/2015 11:55,1025,0,0,0,11.99,76.2,0.532728,13.66
02/10/2015 11:56,1025,0,0,0,11.99,76.7,0.535688,13.66
02/10/2015 11:57,1025,0,0,0,12.11,76.4,0.537167,13.66
02/10/2015 11:58,1025,0,0,0,12.07,76.3,0.535688,13.66
02/10/2015 11:59,1025,0,0,0,12.12,76.4,0.532728,13.66
02/10/2015 12:00,1025,0,0,0,12.18,76.1,0.535688,13.66
02/10/2015 12:01,1025,0,0,0,12.24,76.4,0.537167,13.66
02/10/2015 12:02,1025,0,0,0,12.32,75.5,0.537167,13.66
02/10/2015 12:03,1025,0,0,0,12.26,75.6,0.540127,13.66
02/10/2015 12:04,1025,0,0,0,12.19,75.7,0.541607,13.65
02/10/2015 12:05,1025,0,0,0,12.17,75.6,0.532728,13.65
02/10/2015 12:06,1025,0,0,0,12.16,75.5,0.541607,13.65
02/10/2015 12:07,1025,0,0,0,12.15,75.6,0.538647,13.65
02/10/2015 12:08,1025,0,0,0,12.16,75.5,0.538647,13.65
02/10/2015 12:09,1025,0,0,0,12.2,75.6,0.537167,13.65
02/10/2015 12:10,1025,0,0,0,12.19,75.5,0.534208,13.65
02/10/2015 12:11,1025,0,0,0,12.17,75.6,0.535688,13.65
02/10/2015 12:12,1025,0,0,0,12.18,75.4,0.532728,13.65
02/10/2015 12:13,1025,0,0,0,12.23,75.5,0.531248,13.65
02/10/2015 12:14,1025,0,0,0,12.31,74.9,0.532728,13.65
02/10/2015 12:15,1025,0,0,0,12.26,75,0.540127,13.65
02/10/2015 12:16,1025,0,0,0,12.3,75.2,0.541607,13.64
02/10/2015 12:17,1025,0,0,0,12.33,75,0.543087,13.64
02/10/2015 12:18,1025,0,0,0,12.44,75.1,0.544566,13.65
02/10/2015 12:19,1025,0,0,0,12.46,74.9,0.537167,13.64
02/10/2015 12:20,1025,0,0,0,12.44,75,0.543087,13.64
02/10/2015 12:21,1025,0,0,0,12.56,74.6,0.537167,13.64
02/10/2015 12:22,1025,0,0,0,12.47,74.5,0.543087,13.64
02/10/2015 12:23,1025,0,0,0,12.41,74.9,0.540127,13.64
02/10/2015 12:24,1025,0,0,0,12.43,74.8,0.538647,13.64
02/10/2015 12:25,1025,0,0,0,12.45,74.7,0.535688,13.64
02/10/2015 12:26,1025,0,0,0,12.41,74.4,0.540127,13.64
02/10/2015 12:27,1025,0,0,0,12.33,74.7,0.544566,13.64
02/10/2015 12:28,1025,0,0,0,12.32,74.7,0.549006,13.64
02/10/2015 12:29,1025,0,0,0,12.32,75.1,0.546046,13.64
02/10/2015 12:30,1025,0,0,0,12.5,74.5,0.535688,13.63
02/10/2015 12:31,1025,0,0,0,12.58,74.2,0.538647,13.63
02/10/2015 12:32,1025,0,0,0,12.63,74,0.547526,13.63
02/10/2015 12:33,1025,0,0,0,12.6,73.6,0.541607,13.63
02/10/2015 12:34,1025,0,0,0,12.62,74,0.532728,13.63
02/10/2015 12:35,1025,0,0,0,12.68,73.8,0.538647,13.63
02/10/2015 12:36,1025,0,0,0,12.65,73.5,0.544566,13.63
02/10/2015 12:37,1025,0,0,0,12.59,73.4,0.541607,13.63
02/10/2015 12:38,1025,0,0,0,12.46,73.7,0.546046,13.63
02/10/2015 12:39,1025,0,0,0,12.36,73.6,0.549006,13.63
02/10/2015 12:40,1025,0,0,0,12.32,73.8,0.554925,13.63
02/10/2015 12:41,1025,0,0,0,12.32,74.1,0.551965,13.63
02/10/2015 12:42,1025,0,0,0,12.43,74.4,0.546046,13.63
02/10/2015 12:43,1025,0,0,0,12.58,74,0.547526,13.63
02/10/2015 12:44,1025,0,0,0,12.72,73.9,0.551965,13.62
02/10/2015 12:45,1025,0,0,0,12.86,73.8,0.554925,13.62
